111
300
240	1
239	1
237	2
236	1
234	1
233	2
232	1
231	1
230	4
229	3
227	1
224	1
223	1
222	2
219	2
217	1
216	2
214	1
213	2
210	1
209	3
207	3
205	2
203	1
199	1
198	1
197	1
196	2
194	2
193	5
192	1
188	2
187	3
186	2
183	3
182	2
181	2
180	1
179	5
176	1
174	2
172	3
171	3
170	2
168	1
167	2
165	6
163	1
161	2
158	1
156	1
154	1
153	5
149	1
146	2
144	2
142	1
139	1
138	1
137	6
136	1
135	2
134	1
133	3
132	1
131	1
130	1
129	1
128	2
127	2
126	1
125	1
124	2
123	1
122	2
120	1
118	2
117	1
116	2
114	1
113	1
111	1
109	3
106	2
104	2
102	1
101	1
99	2
97	3
96	2
95	2
94	1
93	2
91	1
90	1
89	1
88	2
86	2
84	1
83	5
82	2
80	1
78	1
76	2
72	2
70	2
69	1
68	1
67	2
66	1
65	2
