101
200
160	1
159	1
158	3
157	3
156	3
155	2
154	2
152	5
151	1
150	1
149	2
148	4
145	2
144	1
143	2
140	1
139	1
138	1
137	2
135	4
134	1
133	3
131	1
130	2
129	1
126	1
125	3
124	1
123	1
122	1
121	2
120	1
119	2
118	1
116	2
115	2
114	2
112	5
111	1
110	1
109	1
106	2
105	1
104	1
103	4
102	2
101	1
100	4
99	6
98	1
97	1
95	1
94	2
93	7
92	3
91	1
90	3
89	2
88	3
87	1
86	4
85	1
83	1
82	2
81	2
80	2
79	2
78	2
77	3
76	2
75	1
74	1
73	3
72	1
71	1
69	1
68	2
67	1
66	1
65	2
64	1
63	4
62	1
61	3
60	1
58	4
57	1
56	4
54	1
52	1
51	1
50	3
49	1
48	2
47	1
46	2
45	2
43	2
42	1
41	3
40	3
