105
200
159	2
158	4
157	3
156	4
155	1
151	3
148	2
147	1
146	2
145	3
144	1
141	2
140	4
139	4
138	1
136	1
135	2
134	2
133	2
131	1
130	2
129	1
128	1
126	1
125	1
124	1
122	2
120	1
119	3
118	2
115	2
114	1
113	3
111	1
110	1
109	2
108	1
106	3
105	1
104	2
102	4
101	3
100	1
99	3
98	2
97	2
94	1
93	1
92	1
90	1
89	1
88	2
86	1
85	1
84	2
82	3
80	1
79	3
76	2
75	4
74	2
73	1
71	2
70	2
69	2
68	2
67	2
66	2
65	1
64	3
63	1
61	2
60	1
59	1
56	1
55	1
53	2
50	3
49	1
48	1
47	3
46	3
45	1
44	1
43	2
42	2
41	3
38	2
37	1
36	1
35	2
34	1
33	5
32	1
31	3
30	1
29	2
28	2
27	4
26	2
25	3
24	1
23	2
22	2
21	1
