82
150
120	1
119	1
118	4
117	4
116	1
115	3
114	2
113	3
112	1
111	6
109	1
108	4
107	3
106	2
105	1
104	2
103	3
102	3
101	3
100	1
99	3
98	2
97	3
96	5
95	2
94	6
93	3
90	2
89	3
88	5
87	1
86	1
85	2
84	3
83	3
82	1
80	1
79	1
78	2
77	2
76	1
75	4
74	3
73	6
72	2
71	3
70	1
69	4
68	2
67	2
66	1
65	1
64	1
63	2
62	1
61	2
60	5
59	1
58	1
57	1
56	1
55	3
54	3
53	4
52	2
51	1
50	1
49	2
46	2
45	5
44	6
41	3
40	4
39	2
38	1
37	2
35	2
34	2
33	1
32	4
31	2
30	3
