93
200
140	2
139	2
138	2
137	1
136	2
135	2
134	2
133	2
132	2
130	1
129	2
127	4
126	2
124	1
123	2
122	3
121	3
120	3
119	1
118	2
117	2
116	2
115	3
112	2
111	1
110	2
109	1
108	6
107	3
106	4
105	2
103	2
101	2
100	3
99	1
97	2
96	2
95	2
93	1
92	2
91	2
90	4
88	2
86	4
85	3
83	2
82	3
81	3
80	3
79	1
78	1
77	2
75	1
74	5
72	4
71	2
70	2
69	2
68	2
67	1
66	1
61	2
60	3
59	1
57	1
55	1
54	2
53	1
52	1
50	1
47	1
46	5
45	3
43	2
41	1
40	2
39	5
38	3
37	2
36	4
35	3
34	2
33	1
32	3
31	3
30	1
29	1
28	1
27	2
26	2
25	1
22	1
20	2
