79
150
120	1
119	2
118	4
117	1
116	2
115	3
114	2
113	1
112	2
111	3
110	2
109	1
108	4
107	2
106	1
105	2
103	1
102	1
100	6
99	2
97	5
96	2
95	4
94	2
92	4
91	2
90	2
87	4
86	1
85	2
83	5
82	2
81	2
80	1
79	3
78	4
77	2
76	2
75	3
74	1
73	7
72	1
71	3
70	2
69	4
68	2
67	1
66	4
65	6
63	2
62	4
61	1
60	2
59	3
58	2
57	3
56	5
55	3
53	5
52	2
51	1
50	3
49	4
48	1
46	1
45	2
44	3
43	2
42	1
41	2
40	4
39	3
38	1
37	1
36	3
33	2
32	1
31	3
30	4
