114
300
210	3
209	1
208	2
207	1
205	1
204	3
203	1
202	3
199	1
198	2
197	2
195	2
194	2
192	2
189	3
187	1
186	1
184	2
182	1
181	2
180	3
179	1
178	1
177	1
176	2
175	2
174	1
173	2
172	1
171	3
170	1
168	1
167	2
166	1
165	1
164	1
163	1
162	1
160	1
159	1
158	2
157	1
156	1
155	1
154	1
153	1
152	1
151	3
150	2
149	2
148	2
147	1
146	4
145	1
143	1
142	1
141	3
139	1
138	6
137	2
135	1
134	1
133	3
131	1
130	3
128	2
127	3
126	1
125	3
124	2
123	2
122	3
121	1
119	2
118	2
117	1
116	1
113	2
109	4
108	2
107	2
105	4
104	1
102	3
99	1
98	2
96	2
95	1
94	1
92	1
91	1
90	1
89	1
88	1
87	1
85	3
84	3
82	2
80	4
78	2
77	1
76	2
75	1
74	1
72	2
71	1
70	3
69	3
67	1
66	3
65	1
64	1
63	1
60	1
