127
300
240	2
239	2
234	2
233	2
232	2
228	1
227	1
226	2
221	1
219	2
218	1
217	1
214	2
213	2
212	4
211	1
210	2
206	1
205	1
204	2
200	1
199	1
195	1
193	2
192	1
191	1
190	1
189	1
188	2
187	1
186	3
184	1
182	5
180	1
178	1
177	2
176	3
175	1
174	1
172	1
171	3
170	3
166	1
164	2
160	2
159	1
158	2
156	1
155	1
154	2
153	1
152	1
150	2
149	1
148	1
147	2
146	2
143	1
142	1
139	1
138	1
137	1
136	1
130	1
129	1
128	2
127	1
124	1
122	2
120	2
119	1
117	1
116	2
113	1
111	1
110	2
109	1
108	1
107	1
105	1
103	1
102	1
101	3
99	2
98	1
97	2
96	2
95	2
94	2
90	1
89	2
88	1
87	3
86	1
84	1
83	1
82	1
81	2
77	3
75	1
74	1
72	2
71	2
69	1
65	2
62	1
61	1
60	1
59	2
56	2
55	2
53	1
50	1
48	1
47	2
46	2
44	1
42	2
41	1
39	5
38	4
37	1
36	3
35	1
34	2
33	1
32	1
