98
200
160	3
159	1
158	2
156	1
155	2
154	5
153	1
150	2
149	1
148	3
147	1
146	2
145	1
144	2
143	4
142	2
141	5
140	1
138	1
137	2
136	2
135	1
134	2
132	1
131	1
130	4
129	3
128	3
127	1
126	1
123	1
122	3
121	2
120	3
119	3
118	1
117	1
114	2
113	1
112	4
111	2
110	2
109	2
108	5
107	2
105	2
104	1
103	3
101	2
100	3
99	3
98	2
97	3
96	2
95	1
94	1
93	5
91	3
90	1
89	2
88	2
87	2
86	3
84	3
83	6
82	1
81	2
80	8
79	1
77	1
76	1
74	1
72	1
71	1
70	1
69	2
68	1
66	1
64	2
63	1
62	3
61	1
60	1
58	1
57	2
56	1
55	1
54	1
52	1
50	1
49	3
48	5
47	3
46	2
45	1
44	1
41	1
40	1
