133
300
239	3
238	1
237	1
234	2
233	1
230	1
229	4
228	2
227	3
226	2
225	1
224	1
223	1
218	2
215	1
213	1
212	1
211	1
209	2
207	1
206	1
205	2
204	1
202	2
201	2
200	1
199	1
197	2
196	1
195	1
194	1
192	1
189	2
187	1
185	1
184	1
182	1
180	2
179	1
178	1
177	2
176	4
172	1
171	1
170	1
169	1
168	2
167	2
166	1
164	3
163	1
162	1
160	1
159	1
156	3
155	2
154	1
153	2
151	2
150	1
148	1
146	1
140	1
138	1
137	1
136	1
135	1
134	4
133	3
130	3
129	2
128	2
127	1
123	1
122	1
121	1
120	1
119	1
118	2
117	1
116	2
115	2
114	2
113	3
112	2
106	1
105	1
103	1
101	1
100	1
97	1
96	1
95	2
94	1
91	1
87	1
86	3
84	1
83	2
81	2
79	1
78	3
77	1
76	2
75	2
74	1
72	1
70	1
69	1
67	1
66	2
65	1
61	1
60	1
58	2
57	3
56	1
55	2
54	1
52	1
51	1
50	1
48	3
46	2
43	1
42	1
41	1
40	1
39	1
38	2
36	2
35	1
34	2
