116
300
210	4
209	1
207	1
206	1
205	2
204	2
202	1
201	3
200	1
199	1
198	2
197	1
196	2
195	1
194	3
193	2
192	1
191	1
190	4
189	1
188	2
187	1
185	2
182	2
181	2
180	1
179	1
177	4
176	1
175	1
174	5
171	1
170	1
169	2
168	2
167	4
164	1
163	1
162	2
161	2
160	2
159	2
158	1
157	3
156	1
154	3
153	4
152	2
151	1
149	3
148	2
147	1
146	1
145	2
144	3
143	1
142	1
141	1
140	1
139	4
138	1
137	1
136	2
134	2
132	2
131	1
129	1
128	1
127	1
125	3
123	2
122	2
121	1
120	1
119	1
118	1
117	2
116	3
113	1
112	1
111	1
110	1
107	3
106	1
104	1
103	2
102	2
101	1
98	1
97	1
94	2
93	2
91	1
90	2
88	1
86	1
85	2
84	2
82	3
81	1
80	1
79	1
78	1
77	2
74	1
73	4
72	2
71	1
70	1
69	1
68	2
65	2
64	2
63	2
61	2
60	2
