122
300
210	2
209	1
207	1
205	1
204	1
203	1
200	1
199	5
198	1
197	1
196	1
194	2
192	1
191	1
190	4
189	3
186	1
182	1
181	1
179	1
178	1
176	2
175	1
172	2
170	1
168	1
167	1
166	2
165	2
164	2
163	3
162	3
161	1
160	1
159	1
156	1
154	2
153	1
152	1
150	2
149	1
148	2
147	2
146	1
145	3
144	2
141	1
140	1
137	5
136	1
135	1
134	3
133	1
132	1
131	2
127	1
126	3
125	2
123	2
121	2
120	3
119	3
118	2
116	3
115	2
113	1
112	2
110	1
109	3
108	1
106	2
105	1
102	1
101	2
100	2
98	1
97	3
96	1
95	1
94	1
91	1
88	1
87	2
85	3
84	1
80	1
76	1
75	1
74	1
73	1
72	1
70	1
69	2
68	2
64	3
62	1
60	3
59	2
57	1
56	1
54	1
53	1
52	3
51	2
50	1
49	2
48	2
47	1
46	2
45	2
44	3
43	3
42	3
41	1
40	1
39	1
38	1
37	1
35	1
34	1
33	1
30	1
