94
200
160	3
159	2
158	2
157	1
156	2
155	2
154	1
153	3
152	1
151	2
150	2
149	2
147	2
146	1
145	4
144	1
143	5
142	5
141	3
140	5
139	3
138	2
133	1
132	2
131	2
129	1
127	2
124	1
122	2
121	2
120	2
119	2
117	1
116	1
115	4
114	2
112	2
111	2
110	1
109	2
108	2
107	1
106	3
105	1
104	2
102	2
101	1
100	7
99	1
98	1
97	1
96	2
95	5
94	1
93	1
92	2
90	1
89	2
87	2
86	1
85	1
84	4
83	2
82	1
81	2
79	3
78	5
77	3
76	5
75	1
74	2
72	3
70	1
69	1
68	3
67	2
66	2
65	3
64	1
62	4
60	2
59	1
57	1
56	2
55	2
54	1
53	4
50	2
49	1
48	2
46	1
44	2
42	3
41	2
