128
300
239	1
238	1
237	2
236	1
235	5
234	2
233	1
232	1
231	2
229	2
227	1
226	1
225	1
224	1
223	1
222	2
221	2
220	1
219	1
218	1
217	1
215	1
214	1
213	1
210	2
209	5
207	1
205	1
204	2
203	1
202	1
201	2
199	2
198	1
197	2
196	1
195	2
193	2
192	2
191	1
185	1
184	2
183	1
181	3
180	2
179	1
178	1
177	2
176	1
173	2
171	1
170	1
168	3
167	1
166	1
163	2
161	2
160	1
158	1
157	1
155	1
154	1
153	2
151	1
150	1
148	1
145	1
143	1
141	2
140	1
139	1
138	1
137	2
136	2
135	2
134	1
133	2
132	1
129	3
127	1
126	3
124	4
123	1
122	2
121	2
119	1
118	1
117	1
116	1
115	1
114	1
112	2
110	2
109	3
108	2
105	1
103	1
102	1
101	1
100	2
99	2
98	1
96	1
94	2
93	1
91	3
89	4
88	1
86	1
84	2
83	1
82	1
81	2
79	1
78	1
75	1
73	4
72	1
71	2
70	2
69	2
68	2
66	1
65	1
63	1
62	4
61	1
60	1
