105
200
160	3
159	1
157	2
156	3
155	2
154	1
153	4
152	3
151	2
147	2
146	1
145	1
144	1
143	1
142	2
139	2
138	3
137	1
136	1
135	4
133	2
128	2
127	1
126	4
125	1
124	3
123	6
122	2
120	1
119	3
118	3
115	1
113	1
112	1
110	4
108	1
107	1
105	1
104	1
103	1
101	1
99	4
98	2
97	1
96	2
95	2
94	3
93	1
92	1
91	1
90	1
89	2
88	2
87	2
86	3
85	3
84	2
83	2
82	1
80	1
79	2
77	1
75	3
74	2
73	1
72	2
71	1
70	2
69	3
66	1
62	1
60	2
59	1
58	4
56	1
55	4
54	1
52	1
51	1
48	1
47	2
46	1
45	2
44	3
43	1
42	1
41	2
40	2
39	1
38	4
37	3
36	3
35	1
34	2
33	4
30	1
29	4
28	1
27	2
26	2
25	1
23	1
22	2
21	1
20	1
