131
300
240	1
239	2
235	1
234	1
233	1
232	1
231	2
230	1
228	4
226	1
225	2
224	1
222	2
221	2
218	1
217	2
215	2
214	3
210	1
209	2
208	1
207	1
206	1
205	1
203	2
202	2
200	3
198	2
197	1
196	1
193	1
192	1
191	1
190	1
189	1
188	2
187	1
185	3
184	4
182	1
181	3
180	3
179	2
175	1
172	1
169	1
168	1
167	1
165	2
164	3
161	1
158	2
157	4
156	1
155	2
153	2
152	2
151	2
150	1
148	1
147	1
146	1
145	2
141	2
140	1
137	1
136	3
135	1
133	1
132	1
131	1
130	2
128	1
127	1
126	1
125	1
123	1
122	2
120	1
118	1
115	1
113	1
112	1
111	1
110	1
109	2
108	1
103	1
102	1
101	2
99	1
96	1
95	1
92	1
91	1
86	1
85	1
81	1
80	1
79	2
73	1
70	3
69	1
68	1
66	1
64	2
61	1
60	2
59	2
57	1
56	1
55	1
53	2
52	2
51	1
50	2
48	1
47	2
46	2
44	3
43	3
42	1
41	1
40	2
38	1
37	2
36	1
35	2
34	1
33	2
32	3
