105
300
210	1
208	1
207	1
205	3
204	2
202	1
201	1
200	1
199	1
198	3
197	2
196	3
194	2
193	2
192	4
191	1
189	1
188	1
187	2
186	2
183	1
181	2
180	2
179	1
176	4
175	2
174	1
173	3
172	1
171	4
168	2
166	3
164	1
163	1
161	4
160	1
159	2
158	2
157	2
156	3
154	2
153	2
152	4
151	1
150	1
147	1
145	3
144	3
143	1
142	2
137	1
135	1
134	1
133	1
132	2
130	3
128	2
125	2
122	1
119	1
118	2
117	1
115	1
114	3
113	2
112	1
110	4
109	2
107	1
104	1
103	2
102	3
101	1
100	1
99	3
98	1
96	1
93	1
90	3
89	1
88	1
87	2
86	1
85	1
83	1
82	3
81	2
80	1
79	5
78	3
77	4
76	3
75	2
74	1
72	1
71	4
70	1
69	2
68	2
67	4
66	2
65	1
62	3
61	2
60	1
