126
300
237	3
236	1
234	1
233	2
232	1
230	1
229	2
228	2
226	1
225	1
223	1
222	2
221	2
219	2
218	1
216	1
214	1
213	1
211	1
208	2
207	2
205	3
204	2
203	2
199	2
198	2
194	1
192	1
187	1
186	1
185	1
184	1
183	2
180	2
179	1
177	1
175	1
172	2
171	1
170	1
169	2
168	1
166	1
165	1
162	1
159	1
158	1
157	2
156	1
155	3
154	1
153	1
151	1
150	3
149	1
147	1
146	2
143	1
140	1
136	3
135	1
134	2
130	1
129	2
128	1
126	2
124	3
119	2
118	1
117	3
115	2
114	2
111	2
106	1
105	1
104	2
103	1
102	1
100	2
98	2
96	2
95	1
94	1
92	2
91	4
90	2
89	3
88	1
86	3
85	1
83	2
82	1
81	1
80	2
78	2
76	3
75	2
74	2
73	2
72	1
71	4
70	1
69	1
68	1
65	1
64	4
63	1
60	1
59	1
58	1
57	1
53	2
49	1
48	4
47	1
46	2
45	2
43	1
40	1
39	1
38	3
36	1
34	1
33	1
32	1
31	1
